timestamp,V,m,n,h
0.0,-65.0,0.05,0.6,0.32
0.01,-64.83624777881555,0.05028858934281594,0.5997844958124042,0.32005917856421257
0.02,-64.79788590714938,0.05052297789944709,0.5998643073230783,0.320139615408817
0.03,-64.71636794986007,0.0507587688746302,0.5995071843170708,0.31958253849011936
0.04,-64.6137772261066,0.05104832034123286,0.5991567438041191,0.319957023542735
0.05,-64.52637457627945,0.05118125410321403,0.5991412233856299,0.32016408273128355
0.06,-64.43331029349467,0.05143434360218303,0.5992046718260375,0.320036271886845
0.07,-64.37529724362095,0.051610724239965565,0.5992302909689878,0.3198755182134167
0.08,-64.3344501922547,0.052074529550495144,0.5991580164986924,0.3196369626706697
0.09,-64.25584849913163,0.052680473060064195,0.5992853802589485,0.3193574557498846
0.1,-64.11675202851953,0.05259732600512866,0.5992316863778004,0.3191773377430147
0.11,-64.04276067522554,0.05281307816564342,0.599072920215715,0.3194321386618722
0.12,-63.87036715190162,0.05290636748406775,0.5990505402307756,0.3195387497374485
0.13,-63.70516526268314,0.053059873969069755,0.5990189568376595,0.3194907489119363
0.14,-63.66477993692348,0.053393258401370616,0.5988575801092293,0.3195068147868598
0.15,-63.5922079704693,0.053400277131657174,0.5987494413504657,0.31961219437970206
0.16,-63.512769385642585,0.053810813564551876,0.5985007978716645,0.31956427039676694
0.17,-63.44304781840063,0.05433869443023119,0.5981462340341885,0.31963873630533796
0.18,-63.33177198648426,0.054718437980205585,0.5977758713948506,0.31991005623274915
0.19,-63.28830242100376,0.05513031686181218,0.597321211000079,0.31996409712910057
0.2,-63.17782309386178,0.055635010658048996,0.5974341583410879,0.3202170669522773
0.21,-63.11498539746301,0.05586665219667917,0.597776900342065,0.32030695842573004
0.22,-63.06146048855142,0.056217341558961256,0.5976200274159115,0.3205878866477508
0.23,-62.99089766566451,0.056524870109448774,0.5974932431408919,0.3206258090825632
0.24,-63.02076785464616,0.05677294343937186,0.5972939969164633,0.3207066554558735
0.25,-62.92785859125263,0.05717120533154088,0.5972726192639318,0.3208722151929543
0.26,-62.7539054953611,0.05769265126998884,0.5973667435723498,0.32105543110217105
0.27,-62.61921295181087,0.05800385970784694,0.5968066802598383,0.32108308582197903
0.28,-62.43408558090101,0.05826999760008645,0.5970139666162351,0.3210210006377361
0.29,-62.37677290639989,0.05884995725040454,0.5967058946010647,0.3211447941387014
0.3,-62.25544901766656,0.05944517097071595,0.596336482098305,0.32090073451942935
0.31,-62.09451467957036,0.059928579126870725,0.5962316818043695,0.32107341663888117
0.32,-62.048419745838515,0.06058546333144746,0.5958018576680321,0.32120799974094627
0.33,-62.03514357318878,0.060686216647238354,0.5956933905235389,0.32127987671052755
0.34,-62.006087600286016,0.06102354383143085,0.5957907595155948,0.32111190216148683
0.35,-61.838670424917765,0.06182404171827567,0.5956831599595942,0.3212508618287273
0.36,-61.69440677860673,0.062147154039787746,0.595709969785215,0.3210506981254759
0.37,-61.61867358344534,0.06283004072173053,0.5951938055333489,0.32090752651393883
0.38,-61.50943271611293,0.0634464116743099,0.5951984969323839,0.32113740078421293
0.39,-61.44892038376668,0.0638917362370476,0.5951326046649875,0.3212918234527424
0.4,-61.34790308506293,0.0643053214615063,0.5949761320845803,0.3213890541265033
0.41,-61.23370273773265,0.06543122460694116,0.5950336991030453,0.3213943448540741
0.42,-61.20656293327813,0.06634279896158471,0.5951429196632536,0.3214599101868227
0.43,-61.125787716268526,0.0671647938006747,0.5952518813256873,0.3216684678693464
0.44,-60.95039009315588,0.06748277108953137,0.5952123762422223,0.32185098885346214
0.45,-60.88294798290056,0.06801081870032712,0.5948368490953575,0.3219457782998998
0.46,-60.745774349850464,0.06881462838695857,0.5947119091620046,0.3220514010314477
0.47,-60.67932870583364,0.06935077288631931,0.5943339512097899,0.3223710748352377
0.48,-60.47502131999588,0.0697742265803197,0.5943072232943767,0.3222091028502881
0.49,-60.37076670125586,0.07045672474484883,0.5941731128837004,0.3221388053186522
0.5,-60.21558044894274,0.07125514376972271,0.5937900868468171,0.3221755263050417
0.51,-60.17120128980066,0.07164921515086005,0.5934265720091306,0.3224939534412401
0.52,-60.170953344996114,0.0722058128635569,0.592947007338349,0.3227771744850837
0.53,-60.11191157819151,0.07268453087630689,0.5926989689421897,0.3229905273340263
0.54,-60.02362859277495,0.0732320443758202,0.5923415434710416,0.3235404781723015
0.55,-60.00285205639199,0.07398238906400759,0.5922004443675534,0.3238970055477018
0.56,-59.97825974986301,0.07441486540604478,0.5917724321503842,0.3240274176629278
0.57,-59.917210908647455,0.07477619904449616,0.5919455379837851,0.32419960033764034
0.58,-59.756284509077496,0.07497972943906432,0.5915962015461229,0.3247110919317832
0.59,-59.63028257956068,0.07551121135737993,0.5917515019706677,0.3247344236155017
0.6,-59.5908243510138,0.076144617532853,0.5913563958626434,0.3250730376169978
0.61,-59.540922505345165,0.07670042838444473,0.591223849267346,0.3251942188497441
0.62,-59.46923114112728,0.07780262425179675,0.5910276662841949,0.32529178142129767
0.63,-59.41245278317736,0.07839403853082734,0.5909709274013469,0.32575830008643025
0.64,-59.28356828669193,0.07890470169156324,0.5905939451525148,0.32606000649034306
0.65,-59.18198543187407,0.07995488127424645,0.5904814189929773,0.32616411367169884
0.66,-59.10676491605253,0.08079187254095607,0.5902770174197378,0.32644056775108393
0.67,-59.00177556999119,0.08160013999871091,0.5900373817331409,0.3267267822332391
0.68,-58.96762589049595,0.0821536878391538,0.5898025924185677,0.32672333907162904
0.69,-58.95714836954431,0.08251505296658586,0.5894299501477026,0.32690174585086396
0.7,-58.94076898587493,0.08350620777443622,0.589669853308816,0.3268675819091567
0.71,-58.786445929652594,0.08383226725515738,0.589348898797833,0.3271941058930411
0.72,-58.66244945975369,0.08454611682109076,0.5892468357663512,0.327384116240708
0.73,-58.585235972518554,0.08504088810030294,0.5886954945276495,0.3276623763936693
0.74,-58.41524736129427,0.08583211501260986,0.5887379655065711,0.3275692920155044
0.75,-58.325088645798964,0.0864414664760902,0.588520902190995,0.32761738553882935
0.76,-58.31410074839176,0.08691136681170947,0.5881469074146316,0.32741635235165073
0.77,-58.28842128973667,0.08768456884231955,0.5879506061516585,0.3275737123012699
0.78,-58.22450809318753,0.08849826222624686,0.587241762746457,0.32764776091636266
0.79,-58.11747582790557,0.0891374180012975,0.5868357335286943,0.3276826900052231
0.8,-58.074050542238396,0.08999428325735742,0.5868123036993964,0.3280028241982973
0.81,-58.08981344674896,0.09070887060700449,0.5865643217938241,0.3285537847349365
0.82,-58.085153323266624,0.09126537299379395,0.5859767114770985,0.3288746777590044
0.83,-57.93233757586785,0.09191691666077699,0.5854180515957741,0.32910345035750344
0.84,-57.82107101875462,0.0927349611518583,0.5851504439682891,0.32917304427163785
0.85,-57.80682676075262,0.09374027059095534,0.584697288779237,0.32917933813855793
0.86,-57.73336251736332,0.09442051220471388,0.5845293459459493,0.32948616303251904
0.87,-57.580795891037454,0.0952573082993991,0.583727268829127,0.3295582328301956
0.88,-57.58220366082208,0.09589493282334545,0.583478552875828,0.3296263800153953
0.89,-57.48462807845153,0.09667013290448123,0.5830503499675641,0.32969893397950395
0.9,-57.3494157206841,0.09752258032319817,0.5828021707755197,0.3301130254323005
0.91,-57.24976990582053,0.09811155365673116,0.5824233762020675,0.3299425277048991
0.92,-57.21449766379531,0.09924006225934558,0.5820816142308395,0.33021256486483136
0.93,-57.10120403940569,0.10006051021045366,0.581849471377134,0.3307105032042721
0.94,-57.09445379184093,0.10124370438520025,0.5815224223204598,0.33111498079536905
0.95,-57.03401227179331,0.1021360367665694,0.580855555695656,0.33084809213356964
0.96,-56.92079352304,0.10304397912932642,0.5806761299711813,0.3311818003056062
0.97,-56.786473053528006,0.10407509795242822,0.5802364715741406,0.3311833957246374
0.98,-56.636672049280115,0.1053869883850875,0.5799829792973651,0.3315296394568097
0.99,-56.578803908524556,0.1065130039447887,0.5797686623454861,0.33164937932275484
1.0,-56.48103300599864,0.10744926753556698,0.5792170629423353,0.332161245132313
1.01,-56.34306817157808,0.10823210002246043,0.5793152526626841,0.33239209717440776
1.02,-56.250437677818155,0.10900565954121486,0.5787964482347623,0.33282626398661863
1.03,-56.15210342828784,0.10975663851308122,0.5781994398720588,0.3333101992885609
1.04,-56.04772249390358,0.11082937955129367,0.5776923728166719,0.3335602019862751
1.05,-55.88489789725716,0.11168837710091227,0.5771108667342899,0.3336761178117103
1.06,-55.70355793310892,0.11254961948865844,0.5763876451017116,0.3339024791202237
1.07,-55.60643295201866,0.11397040492228164,0.5759201289295112,0.3346724197061095
1.08,-55.42681419331908,0.11494840684141752,0.5754390916234035,0.3349084305477482
1.09,-55.318200224449306,0.11606277335341166,0.5747023339089169,0.33505616485180667
1.1,-55.146921416336895,0.11720365025975159,0.5745083926737663,0.3351785201855944
1.11,-55.02315223336013,0.11832339497585866,0.5740650950591827,0.33557486534066994
1.12,-54.93594484111148,0.11945717657308808,0.5739880089712532,0.33571333553389543
1.13,-54.8135965997317,0.1201853634376297,0.5733973192824856,0.3359221371679196
1.14,-54.76535686393998,0.12165362429571808,0.572905068184133,0.33653035396256115
1.15,-54.57737775450904,0.12287836242381117,0.5721702997836989,0.3369596999400882
1.16,-54.357548489567066,0.12370459976495746,0.572270788819619,0.3373708404667061
1.17,-54.246967192399595,0.12508820814850846,0.5715282876858003,0.33737759824823405
1.18,-54.21269903851913,0.12611600201762094,0.5710924768563987,0.33802139937467873
1.19,-54.08372435545073,0.12755368762689487,0.5705969635093125,0.3383666814585928
1.2,-53.89835628807018,0.12887447358493956,0.5697240034643474,0.3389730061525774
1.21,-53.73083289048819,0.13011753920098867,0.5690499040285969,0.3392877986993741
1.22,-53.61747911691485,0.13141304959424294,0.5685809581579367,0.33944437850031767
1.23,-53.54593810522594,0.13295433647367697,0.5675334312493369,0.3397090790233169
1.24,-53.472654197441756,0.13407787779968683,0.5670081338415389,0.34007316990893355
1.25,-53.263273500585846,0.13561509365911445,0.566216390716663,0.3403113298645982
1.26,-53.08639073782506,0.13708270438197456,0.5656580631262379,0.34068515432270596
1.27,-52.890165176965795,0.13834703949480648,0.5647250377832363,0.340855489733647
1.28,-52.727863518984606,0.13965503666956222,0.5643807097966598,0.3413048166947047
1.29,-52.57685921862371,0.14148441180635551,0.5637495785542911,0.34181132441961554
1.3,-52.432653129957394,0.14298971274112005,0.5629803021664118,0.34204076533734346
1.31,-52.242058920972795,0.1446041673807988,0.562054517218889,0.3420563778541783
1.32,-52.06943355113319,0.14633196483253083,0.5614970083979129,0.3420353709078601
1.33,-51.8726146000999,0.14794951144270627,0.5609877559583817,0.3424758240553844
1.34,-51.674014658110686,0.14930762075901277,0.5604149647019077,0.3429577543835185
1.35,-51.45741354863308,0.1510796599388548,0.5597486401368817,0.34288292024906786
1.36,-51.2509947041752,0.15282598340207246,0.5591202256938886,0.3431129874188724
1.37,-51.015178569399765,0.1549616765537215,0.5585797018921755,0.3436675678734111
1.38,-50.887612272098174,0.15684528805334358,0.5578436845728739,0.3439933596700894
1.39,-50.56964649907118,0.15877992015963321,0.5570690923911151,0.3445380233600769
1.4,-50.35643944597334,0.16089962474214686,0.5559294814347218,0.34490280071057494
1.41,-50.16937142864097,0.1629336131243805,0.5549084870239143,0.3456101785815531
1.42,-49.8760688210576,0.16502866996702617,0.5541657226036698,0.3460619571798752
1.43,-49.660158543303055,0.16685325125122966,0.5538743459293566,0.34660442294756016
1.44,-49.44203793269454,0.1687599224995493,0.5528716715167649,0.34718171199648296
1.45,-49.23139556974474,0.1709219957553446,0.5522438054200723,0.34757073912123243
