timestamp,V,m,n,h
0.0,-65.0,0.05,0.6,0.32
0.01,-64.90343882924655,0.050133561756837634,0.5999934588745955,0.31999710345427573
0.02,-64.80744865239966,0.050285956058566374,0.59998295391884,0.3199969174026642
0.03,-64.7120152816708,0.050456349448660356,0.5999684966634748,0.3199994299098877
0.04,-64.61712497546431,0.0506439556885105,0.5999500981427773,0.32000462930585394
0.05,-64.52276439332199,0.050848032983518615,0.5999277689146093,0.32001250417495397
0.06,-64.4289205543332,0.051067880869875404,0.5999015190626733,0.3200230433561992
0.07,-64.33558080226894,0.0513028381365682,0.5998713582135069,0.32003623593442915
0.08,-64.24273277534111,0.05155228090959027,0.5998372955569761,0.3200520712288455
0.09,-64.15036436810576,0.05181561927451501,0.5997993398331811,0.3200705388030485
0.1,-64.05846371679962,0.0520922962604303,0.5997574993459233,0.32009162845757255
0.11,-63.96701916441739,0.05238178603664328,0.5997117819832816,0.3201153302190617
0.12,-63.87601924110267,0.052683591949660755,0.5996621952232788,0.32014163433759146
0.13,-63.785452639976164,0.05299724403030599,0.5996087461094427,0.32017053130363815
0.14,-63.69530821339109,0.05332229883075822,0.5995514412714545,0.32020201183534247
0.15,-63.60557493244399,0.053658336834644736,0.5994902869261372,0.32023606688104983
0.16,-63.516241887644604,0.05400496294448797,0.599425288918551,0.3202726875924851
0.17,-63.42729826014509,0.05436180278755678,0.5993564526668075,0.32031186536177225
0.18,-63.33873332033914,0.054728502552983053,0.5992837831585147,0.3203535918237962
0.19,-63.250536423489784,0.055104728866217485,0.5992072849881781,0.3203978588328938
0.2,-63.16269696691715,0.055490165879023,0.5991269623225516,0.3204446584883897
0.21,-63.07520440281607,0.05588451708455026,0.5990428189839929,0.3204939830798249
0.22,-62.98804821346218,0.05628750160281139,0.5989548583582152,0.3205458251467325
0.23,-62.90121790996014,0.05669885401575122,0.5988630833883695,0.32060017748247965
0.24,-62.81470303348631,0.05711832454351471,0.5987674965884996,0.3206570331257423
0.25,-62.72849313521222,0.057545677586426286,0.5986681000641577,0.32071638534858266
0.26,-62.64257775293956,0.05798069106324808,0.5985648954878716,0.32077822767451736
0.27,-62.55694642052508,0.05842315701190543,0.5984578841844403,0.32084255382214805
0.28,-62.471588649290865,0.05887287891955261,0.5983470670029971,0.3209093577856571
0.29,-62.38649392802435,0.0593296717225729,0.5982324443170087,0.3209786338348078
0.3,-62.301651722978306,0.05979336180657851,0.5981140160242768,0.32105037651494417
0.31,-62.21705147901971,0.06026378724867531,0.5979917816218777,0.3211245806003322
0.32,-62.13268257074622,0.06074079474315753,0.5978657400490721,0.32120124119253896
0.33,-62.048534329193934,0.06122424251016745,0.5977358899167964,0.32128035358040774
0.34,-61.96459602278766,0.061713998071682354,0.5976022293795199,0.3213619133142635
0.35,-61.88085684870058,0.062209937435578296,0.5974647560555785,0.32144591625477725
0.36,-61.797305932854336,0.06271194509563006,0.5973234670271745,0.32153235857296564
0.37,-61.71393232991892,0.0632199140315112,0.5971783588403771,0.3216212367501912
0.38,-61.630725026981146,0.06373374585003556,0.5970294275459989,0.3217125475534942
0.39,-61.547672914094925,0.06425334959780486,0.5968766687241673,0.3218062880169261
0.4,-61.464764758672615,0.06477864112699709,0.5967200772595433,0.32190245558461056
0.41,-61.38198925243159,0.06530954483315436,0.5965596477909587,0.3220010478338028
0.42,-61.2993349615108,0.06584599160482349,0.5963953743215735,0.3221020627047775
0.43,-61.21679032647075,0.06638791882355595,0.5962272502188768,0.3222054985008285
0.44,-61.13434366229353,0.0669352703639079,0.5960552682146861,0.32231135388826937
0.45,-61.0519831583828,0.06748799659344017,0.5958794204051481,0.3224196278964328
0.46,-60.969696878563774,0.06804605437271827,0.5956996982507374,0.322530319917671
0.47,-60.88747277925704,0.06860940695127228,0.5955160928589966,0.3226434295369824
0.48,-60.80529856235844,0.0691780221761119,0.5953285941431645,0.32275895702444324
0.49,-60.723161859231176,0.0697518746504306,0.595137191903016,0.32287690271228214
0.5,-60.641050122640316,0.07033094453992875,0.5949418752725317,0.3229972673004143
0.51,-60.55895060813894,0.0709152174001862,0.5947426325920956,0.3231200519306024
0.52,-60.47685037406811,0.07150468417666235,0.5945394514084937,0.3232452581864568
0.53,-60.3947362815569,0.072099341204696,0.5943323184749153,0.3233728880934353
0.54,-60.31259499452241,0.07269919020950548,0.5941212197509516,0.3235029441188432
0.55,-60.23041297966971,0.07330423830618867,0.593906140402597,0.3236354291718334
0.56,-60.14817655885158,0.07391449769344395,0.5936870651765146,0.3237703463854657
0.57,-60.06587165715428,0.0745299854362643,0.5934639773158464,0.3239076997204308
0.58,-59.98348407867851,0.07515072349641654,0.5932368596914962,0.32404749335276195
0.59,-59.90099942090839,0.07577673877269486,0.5930056946276747,0.3241897317414517
0.6,-59.818402977431454,0.07640806329916044,0.5927704634048437,0.3243344199070601
0.61,-59.73567973793857,0.07704473424514138,0.5925311462597151,0.3244815634317145
0.62,-59.65281438822397,0.07768679391523277,0.5922877223852513,0.32463116845911005
0.63,-59.5697913101853,0.07833428974929663,0.5920401699306651,0.32478324169450895
0.64,-59.48659458182353,0.07898727432246194,0.5917884660014198,0.3249377904047411
0.65,-59.403207977243035,0.07964580534512469,0.5915325866592291,0.3250948224182037
0.66,-59.319615098246295,0.08030994456108775,0.5912725076469464,0.32525434571115786
0.67,-59.23579880711011,0.08097976067279346,0.5910082020750335,0.32541636967248555
0.68,-59.15174191369009,0.08165532570079813,0.5907396430617394,0.3255809036922874
0.69,-59.067426902368,0.08233671650985906,0.5904668029224681,0.32574795755671176
0.7,-58.98283578161301,0.08302401575856118,0.590189652523818,0.3259175418012641
0.71,-58.897950083981634,0.08371731189931692,0.589908161283583,0.32608966771080716
0.72,-58.812750866117774,0.08441669917836625,0.5896222971707518,0.32626434731956105
0.73,-58.7272187087527,0.08512227763577677,0.5893320267055083,0.32644159341110324
0.74,-58.64133371670506,0.0858341531054436,0.5890373149592315,0.32662141951836826
0.75,-58.55507551888088,0.0865524372150894,0.5887381255544956,0.32680383992364825
0.76,-58.46842340350017,0.08727724626063278,0.5884344212124638,0.3269888693611595
0.77,-58.381355981197856,0.08800870308032765,0.5881261629048019,0.32717652341122033
0.78,-58.293850966350576,0.08874693932363284,0.5878133084063117,0.32736681937631196
0.79,-58.205886170125886,0.08949208750431072,0.5874958164944936,0.3275597739670415
0.8,-58.11743863254572,0.09024428780866442,0.587173643813452,0.32775540495199534
0.81,-58.02848462248631,0.09100368809553777,0.5868467448738953,0.3279537311577385
0.82,-57.93899963767823,0.09177044389631532,0.586515072053136,0.328154772468815
0.83,-57.84895840470639,0.09254471841492236,0.5861785755950905,0.3283585498277479
0.84,-57.75833487901003,0.09332668252782489,0.5858372036102792,0.3285650852350393
0.85,-57.667102244882734,0.0941165147840296,0.585490902075827,0.3287744017491697
0.86,-57.5752329154724,0.09491440140508396,0.5851396148354622,0.32898652348659924
0.87,-57.482698948901394,0.09572053246429046,0.584783285122438,0.3292014748145033
0.88,-57.38947070055686,0.09653511263116421,0.5844218514316434,0.3294192824016639
0.89,-57.295517687221974,0.0973583548774067,0.5840552495811145,0.32963997433367015
0.9,-57.200809396346195,0.09819047268041964,0.5836834162626996,0.3298635781269213
0.91,-57.10531401286083,0.09903169103954615,0.5833062848280979,0.33009012288313094
0.92,-57.00899841917904,0.09988224647607068,0.582923785288859,0.3303196392893267
0.93,-56.91182819519585,0.10074238703321904,0.5825358443163834,0.3305521596178506
0.94,-56.81376761828812,0.10161237227615842,0.5821423852419222,0.33078771772635873
0.95,-56.714779663314566,0.10249247329199743,0.5817433280565777,0.33102634905782136
0.96,-56.61482600261576,0.10338297268978594,0.5813385894113022,0.33126809064052304
0.97,-56.513867006014124,0.10428416460051526,0.5809280826168993,0.33151298108806254
0.98,-56.4118625037157,0.1051963473360272,0.5805117201865753,0.331761059302718
0.99,-56.30876943657403,0.1061198429738209,0.5800894071274629,0.3320123676620258
1.0,-56.20454301835652,0.1070549897815592,0.5796610432263832,0.33226695120690014
1.01,-56.09913881596074,0.10800212101021395,0.5792265308467178,0.33252485349543964
1.02,-55.99251009386923,0.10896158887426256,0.5787857667797165,0.33278612061096163
1.03,-55.88460781414949,0.10993376455168785,0.5783386422444982,0.3330508011620026
1.04,-55.77538063645401,0.11091903818397812,0.5778850428880501,0.33331894628231795
1.05,-55.664774918020214,0.11191781887612716,0.5774248487852287,0.33359060963088216
1.06,-55.55273471367053,0.11293053469663418,0.5769579344387585,0.3338658473918886
1.07,-55.439201775812336,0.1139576326775039,0.5764841687792335,0.3341447182747498
1.08,-55.32411555443798,0.11499957881424652,0.5760034151651157,0.3344272835140972
1.09,-55.207414120503906,0.11605684880793354,0.5755155342037874,0.33471360550302515
1.1,-55.089031689289314,0.11712994709312291,0.5750203775409521,0.3350037504805485
1.11,-54.96889901039172,0.1182194093561785,0.5745177876130745,0.3352977890344884
1.12,-54.8469464023072,0.11932576994384446,0.5740076077164965,0.33559579103722137
1.13,-54.723100124054284,0.12044959499878963,0.5734896717311885,0.33589783042689353
1.14,-54.59728237517394,0.12159148245960782,0.572963804120749,0.3362039852074212
1.15,-54.469411295729586,0.12275206206081751,0.5724298199324042,0.3365143374484903
1.16,-54.33940096630712,0.12393199533286202,0.5718875247970088,0.3368289732855568
1.17,-54.20716140801486,0.12513197560210948,0.5713367149290451,0.33714798291984654
1.18,-54.07259858248359,0.12635272799085281,0.5707771771266239,0.3374714606183553
1.19,-53.935615884840594,0.12759499189184964,0.570208693641777,0.3377995023777217
1.2,-53.796108298370015,0.12885957472552334,0.5696310260754945,0.33813221306726143
1.21,-53.653969251305895,0.13014729189144844,0.5690439339433319,0.33846969828606654
1.22,-53.509086477500354,0.1314589993492042,0.5684471645367178,0.33881206855713025
1.23,-53.36134083516808,0.1327956047952687,0.5678404496090967,0.3391594408097227
1.24,-53.21060630688625,0.13415806766301866,0.5672235053759276,0.3395119383793908
1.25,-53.056749999594565,0.13554739912272964,0.5665960325146843,0.33986969100795866
1.26,-52.899632144595266,0.13696466208157582,0.5659577161648561,0.34023283484352695
1.27,-52.73910722773844,0.13841095702448075,0.5653082297423292,0.340601510678433
1.28,-52.57501906387617,0.13988746409247824,0.5646472220525576,0.3409758692846968
1.29,-52.40720628537123,0.14139539724972053,0.5639743316568858,0.3413560654201921
1.3,-52.235497839282516,0.14293603781447944,0.5632891763207428,0.3417422619393476
1.31,-52.05971150622603,0.14451074824830562,0.5625913489400626,0.34213463152461226
1.32,-51.87965390037492,0.14612097215602862,0.5618804175412841,0.3425333566864554
1.33,-51.69512046945945,0.14776823428575697,0.5611559252813519,0.34293862976336686
1.34,-51.505896408810564,0.14945412632866573,0.5604173940755124,0.3433506512536553
1.35,-51.31175162283009,0.15118035014986597,0.5596643112799434,0.3437696351320486
1.36,-51.112446063264315,0.15294867012600136,0.5588961443561454,0.34419580277636963
1.37,-50.90772301527256,0.1547609659283794,0.5581123244226406,0.34462938932419057
1.38,-50.69730823231361,0.15661924062274982,0.5573122438570846,0.3450706446551237
